date,mixing_rate,half_life,spectral_gap,dv_rate,tail_risk
2003-01-22,0.018379078189106363,37.713925226717144,0.5780618743666627,0.999996877109288,0.6336875876683353
2003-02-28,0.01806662773161153,38.36616278682337,0.6799702267118157,0.9999958258933934,0.5952472843694463
2003-03-28,0.02002613186877099,34.61213503946052,0.6825933640820214,0.999995807455089,0.5943192967432791
2003-04-25,0.01957102663631412,35.41700665175161,0.6394570959055075,0.999995823568159,0.6099566518400222
2003-06-03,0.017665050543639624,39.23833553986155,0.6765809809692714,0.9999959325288792,0.5964506179390167
2003-07-01,0.0035864031608275966,193.27084811067226,0.5320173862141716,0.9999949023479734,0.6527325251117816
2003-07-29,0.008780987902041617,78.93726631815375,0.3291039002982478,0.9999941972888705,0.752384979497982
2003-08-26,0.008502295481185945,81.52471083765033,0.3670466894679086,0.999994089204951,0.7315022150791596
2003-09-23,0.008377654577671841,82.73761756749006,0.36777787433410397,0.9999941184120906,0.7311111739414573
2003-10-28,0.007130654834282958,97.20666568060668,0.36746066283052436,0.9999941740223204,0.7312807822180016
2003-11-25,0.010739193996192763,64.54368743182016,0.4455271731484614,0.9999940256874249,0.6917873876255544
2003-12-23,0.009178919580439095,75.5151164018355,0.4947175576537538,0.9999940677519606,0.6690209547674953
2004-02-02,0.017691879630237627,39.178832043106965,0.38812617584004433,0.999993087476155,0.7203936963553762
2004-03-01,0.012537891330074593,55.28419112209848,0.4429120446240064,0.9999932000188294,0.6930410092350517
2004-03-29,0.0075180567741451425,92.19765178466096,0.43731189015274713,0.9999931219631651,0.6957412781506686
2004-04-26,0.0073913457966903766,93.77821030512682,0.5188529089158532,0.9999925423600154,0.6583894912616064
2004-05-31,0.005951481858997244,116.46631830223416,0.43168378008715363,0.9999912759324143,0.69847593785472
2004-06-28,0.007554030659844145,91.75858714005356,0.28796732171972994,0.9999914559817021,0.776415128247518
2004-07-26,0.010956157633488709,63.26553557802639,0.2334093124033614,0.9999915143866905,0.8107589048973476
2004-08-23,0.009460607667682228,73.26666583244548,0.19340023647238683,0.9999899715702419,0.8379397843984465
2004-09-20,0.008702826252200587,79.64621612257017,0.26056730796634137,0.9999880339612957,0.7932910261132148
2004-10-25,0.01447712908401966,47.878773238615686,0.33832894684908144,0.9999929512987126,0.7471985667156097
2004-11-22,0.015927482529293345,43.51894150787043,0.326032787110874,0.9999930290889614,0.7541273048721362
2004-12-20,0.01759434227197968,39.39602685028099,0.4253278255351723,0.9999932731052324,0.7015910818046759
2005-01-18,0.004618915385411878,150.0670877732773,0.4081771374021676,0.9999936054268793,0.710136111251509
2005-02-24,0.005122004741255219,135.32732115161608,0.48106007214466395,0.999993888283873,0.6751902630234121
2005-03-24,0.0044895355791432275,154.39173347462898,0.572230222627359,0.999994082513416,0.6360373918697854
2005-04-21,0.0038143543846872498,181.7207083176616,0.5168924384912466,0.9999939180881319,0.6592407232816186
2005-05-26,0.0037402005757643303,185.3235318585279,0.5295043424071728,0.9999939958114211,0.65380479142679
2005-06-23,0.004121475533909329,168.17937528855757,0.6101439117232387,0.999994760845153,0.6210608793024927
2005-07-21,0.0001,6931.471805599453,0.6518104860115908,0.9999953012513612,0.6053948373152988
2005-08-18,0.0001,6931.471805599453,0.5098671069573039,0.9999952432006534,0.662308442082548
2005-09-15,0.007703039834727667,89.98359030093874,0.417878646123061,0.9999949498555274,0.7052774291123758
2005-10-20,0.008233902210139863,84.18210015979426,0.3971670537414697,0.9999945990102832,0.7157324145766167
2005-11-17,0.008399087430950459,82.52648710450526,0.41365050780755996,0.9999948095841885,0.7073868458337099
2005-12-15,0.008757691296484248,79.14724978239498,0.3779663292064034,0.9999946393067728,0.725705543517844
2006-01-16,0.012260214368809436,56.53630187114382,0.2366401607364938,0.9999950077831493,0.8086412424603648
2006-02-22,0.014930203790577252,46.42583519170744,0.20916344431483302,0.9999948321063001,0.8270166318089066
2006-03-22,0.017611285009510314,39.35812634828391,0.22673387253878832,0.999994857631844,0.8151712908211244
2006-04-19,0.020332028763911023,34.09139287616338,0.24941074959101137,0.9999948855301531,0.8003758403549506
2006-05-24,0.025297539324214424,27.399786662115208,0.3102731416896254,0.9999950061278849,0.7631981626015977
2006-06-21,0.006244971681267515,110.99284607472555,0.0884709706852111,0.9999945123124333,0.9187187000544484
2006-07-19,0.0001,6931.471805599453,0.2635246137676005,0.999994869414545,0.7914354240590404
2006-08-16,0.0001,6931.471805599453,0.39334616351027274,0.999995157869255,0.7176952443956303
2006-09-13,0.00120539548392345,575.0371473964841,0.39106764219420975,0.9999951896611586,0.7188708143805224
2006-10-18,0.020979561168985507,33.03916487941789,0.5081872719930892,0.9999952567792314,0.6630461331143428
2006-11-15,0.020220678199697615,34.27912623476253,0.5846502588130381,0.9999951938696423,0.6310525557147021
2006-12-13,0.018858977254682753,36.75422962758144,0.59519812148409,0.9999950038054514,0.6268798185449334
2007-01-15,0.015017254365792407,46.156718377152586,0.42528248948430114,0.9999949740018428,0.701613754519181
2007-02-12,0.014355646701700912,48.283939759942584,0.2871954189486855,0.9999959743003718,0.7768815132415747
2007-03-19,0.00852658982718349,81.29242693839142,0.4473999471626425,0.9999969045135445,0.6908929036722549
2007-04-16,0.006483222921267262,106.9139822859056,0.4926105159395674,0.9999969073488868,0.6699660083290528
2007-05-21,0.0056094247407221095,123.56831807154532,0.4580016662150914,0.999996949558971,0.6858691447789343
2007-06-18,0.0063049557191564454,109.93688321298521,0.4485372976239526,0.9999971815053313,0.6903504925584775
2007-07-16,0.0047099707902948556,147.16591915776033,0.4246752649569033,0.9999974470721436,0.701913314346152
2007-08-13,0.005287049625619201,131.1028323247044,0.43999585730125,0.9999975171063085,0.6944454331758947
2007-09-10,0.006634322003282384,104.47897768860257,0.48257275212212225,0.9999973491267036,0.6745021188423057
2007-10-15,0.011913000187948733,58.184098852037074,0.552536786113,0.999997075215015,0.6441060359569849
2007-11-12,0.010099945880318532,68.62880145829898,0.5436139144452641,0.9999968576706344,0.6478292506799773
2007-12-10,0.009484179323042023,73.08457136358956,0.3730855826703073,0.9999966798679649,0.7282855360274205
2008-01-09,0.009181539275614692,75.49357027757637,0.2791299670663721,0.9999966567464298,0.78178020561049
2008-02-13,0.008145419401209929,85.09656119818514,0.3539253350355551,0.9999966860308324,0.7385919808374387
2008-03-12,0.003897398748830352,177.84866913296096,0.5849579871243313,0.9999968582149517,0.6309304206521208
2008-04-10,0.006521127372995676,106.29253822434193,0.5907305365766965,0.9999965168925761,0.6286407753428689
2008-05-12,0.0010210126053490965,678.8820989364278,0.6258276097603453,0.999997006889441,0.6150702736189247
2008-06-10,0.0005133528049022006,1350.2354987463204,0.5913208412115469,0.9999970028280526,0.6284076925083958
2008-07-08,0.0013347179761736623,519.3210797587691,0.6163296455713297,0.9999970966914741,0.6186846086620478
2008-08-05,0.0018532694430607017,374.0131706996704,0.6037019159394033,0.9999971707978751,0.6235562241767819
2008-09-02,0.0032115806236717053,215.82742636163078,0.5787436802249367,0.9999970717246064,0.6334139643103367
2008-10-08,0.006358305081226581,109.01445773756899,0.4838934915151446,0.999996832452291,0.6739016640239054
2008-11-05,0.0074996013398921915,92.42453687143714,0.4712889067952609,0.9999968741781741,0.6796750212875253
2008-12-03,0.007010748594813668,98.86921078195756,0.3810506986704858,0.9999968101299067,0.7240852176861802
2008-12-31,0.002600591630887501,266.5344194480068,0.3072593171870163,0.9999959367984746,0.7649578525631392
2009-02-06,0.0023611188331055847,293.5672575396162,0.2318900327450579,0.999996336901488,0.8117595500540019
2009-03-06,0.004085836129699677,169.64634864367258,0.45581110969099303,0.9999966020889012,0.6869010976492165
2009-04-03,0.006120371363443718,113.25247103468827,0.5056166983349922,0.9999965843211982,0.6641784657867443
2009-05-05,0.006924764884386613,100.09685413620268,0.6694429333277093,0.9999967526019795,0.5990010672616948
2009-06-04,0.009556305865593452,72.53296308310455,0.7167474678687006,0.999996992303797,0.5824957837391443
2009-07-02,0.011280710760153315,61.4453464234132,0.7230991116979658,0.9999972059343722,0.5803486522214786
2009-07-30,0.013122713500804772,52.820415573153895,0.7740636610698391,0.9999975433385838,0.5636767080960624
2009-08-27,0.021494307596474346,32.247941807329504,0.7002297732583195,0.9999975284705239,0.588154853941495
2009-09-24,0.026958034730554817,25.71208129553737,0.5769958176772052,0.9999973921059163,0.6341160835609171
2009-10-30,0.014535829146741607,47.68542430999357,0.5429969582287861,0.9999971639822668,0.6480883507585619
2009-11-27,0.0215752938335618,32.12689411820241,0.637824235606929,0.9999966664858858,0.6105649614332831
2009-12-25,0.020591756372364822,33.66139187088401,0.6290592054092237,0.9999966067065578,0.6138500506976091
2010-01-25,0.020629652551214604,33.5995566982603,0.6031872710466044,0.9999966552204912,0.6237562734256201
2010-03-01,0.02237625537936574,30.976906940342253,0.5400152453623093,0.99999637294769,0.6493429735952942
2010-03-29,0.021654634379396766,32.0091841965911,0.5419313273246493,0.9999964547910316,0.648536084409123
2010-04-27,0.023147548398812494,29.94473404343351,0.5339807203578555,0.9999965642691139,0.6518974709686269
2010-05-26,0.022011403711787888,31.490366976856656,0.5596062802290871,0.9999965620013996,0.6411862646935019
2010-06-28,0.0177204969319688,39.11556110536989,0.5248848769462948,0.9999964375141799,0.655785976420084
2010-07-26,0.013806117869849515,50.20579913153389,0.5782083152244212,0.999996317110945,0.6336286581560288
2010-08-23,0.019133979951393185,36.22598028851158,0.5449677342052437,0.9999953605110422,0.6472612301677337
2010-09-20,0.016872718693738045,41.08094214936401,0.6340029582201812,0.9999933716481324,0.6119920475810836
2010-10-28,0.01691599036496566,40.97585572024842,0.689100087802037,0.9999931752922085,0.5920292295945192
2010-11-25,0.017566411048918814,39.45866794473123,0.7510926455582333,0.9999934012400615,0.5710700693426175
2010-12-23,0.01786246465912953,38.80467750600569,0.7979484806500089,0.9999937286576182,0.5561876056378374
2011-01-21,0.01615244489946113,42.91283362205246,0.7990947409124182,0.9999938281795266,0.5558332644239908
2011-02-25,0.01719363208186074,40.314180113881505,0.8080233936219594,0.9999936900553248,0.5530883231109402
2011-03-25,0.01648275502185356,42.05287160070876,0.793086083826092,0.9999934695018334,0.5576957865310977
2011-04-26,0.01218141553711626,56.90202246594043,0.7837475163078667,0.9999940410441092,0.5606156768096809
2011-05-25,0.01678983976770157,41.28372814452612,0.6533178051557613,0.9999937343421649,0.6048425270190235
2011-06-23,0.016399014159070767,42.2676127867446,0.5831532707491891,0.9999936104528099,0.6316488954231922
2011-07-21,0.01645450997791576,42.12505759759757,0.5727761973769853,0.9999935230123939,0.6358164671102348
2011-08-18,0.016673439327751054,41.571937674927106,0.5720841099811877,0.9999936328680724,0.6360964025603885
2011-09-16,0.01689834229300928,41.018649553968096,0.5678188358746714,0.9999936041735571,0.6378269114358375
2011-10-21,0.01484578034972279,46.68984480650006,0.6346025132156476,0.9999935593470424,0.611767619147434
2011-11-18,0.002434750149601548,284.68924446862866,0.3991732140452629,0.999991470211043,0.7147055430698083
2011-12-16,0.0020983466690416832,330.3301550627505,0.36620162918308435,0.9999910096933062,0.731954081206041
2012-01-17,0.002294901587775064,302.03786700586153,0.3396521912451509,0.9999907158142294,0.7464600932715655
2012-02-21,0.004050880584972048,171.1102477647408,0.2617486745827107,0.9999925470084812,0.7925490087407739
2012-03-20,0.004154646072264556,166.83663746648205,0.26922624161752406,0.9999927395499256,0.7878797642549841
2012-04-20,0.004373200747616417,158.49882513116745,0.30448725413410044,0.9999921534263575,0.7665827310480412
2012-05-22,0.012235586360351398,56.65009915716361,0.3231496235480836,0.9999919640244669,0.7557703707950791
2012-06-19,0.008178462305956972,84.75275114431663,0.3222331591553285,0.9999920044668749,0.7562942195361068
2012-07-18,0.012341979874606147,56.16174937913393,0.2764328970670309,0.9999921148752996,0.7834313195745809
2012-08-15,0.013958576152574132,49.657441631832945,0.11758742348821553,0.9999925015899358,0.8947830793729835
2012-09-12,0.018730214098242253,37.00690109169623,0.15533519738578078,0.9999930715465838,0.8655481155347805
2012-10-17,0.014153755873797082,48.97266751952194,0.279788052833522,0.9999928047177293,0.7813775440067002
2012-11-14,0.013721128591722576,50.51677607468048,0.2727940082917629,0.9999928458366142,0.7856712668910746
2012-12-12,0.013856784824891385,50.022222999004995,0.44022018574995064,0.9999929412696951,0.6943362952140063
2013-01-14,0.010505149055939366,65.98166069505278,0.609377303376825,0.9999921320227547,0.6213560967860537
2013-02-18,0.010659763264135003,65.02463172817858,0.6517266821009409,0.9999904609022259,0.6054243970972162
2013-03-18,0.008914909964739048,77.75145046910575,0.562275419848512,0.9999917743147824,0.6400896965391714
2013-04-17,0.004582905220472992,151.24623949530576,0.47660002667633944,0.999992720344958,0.677229415580435
2013-05-20,0.004796670327795072,144.50590371895964,0.4924940307445885,0.9999925949026328,0.6700173440091225
2013-06-20,0.0040814108015938075,169.8302901264603,0.39820449112875556,0.9999927174486893,0.7152009717321138
2013-07-18,0.006193654354963471,111.91247377317254,0.39470793706208585,0.9999938626887289,0.7169942319377242
2013-08-15,0.008451997429413964,82.0098664663231,0.48632497146057124,0.9999940425659176,0.672798612094916
2013-09-12,0.004839540244969528,143.22583251176366,0.5938597618511662,0.9999939749163456,0.6274059685918605
2013-10-21,0.017034472331831887,40.690851295973445,0.6063291221607157,0.9999940008388831,0.6225356305871358
2013-11-18,0.015544297413479034,44.59173432688516,0.5948684538267951,0.9999938219517942,0.6270091218092734
2013-12-16,0.015542513583490071,44.59685216529173,0.6636127016301563,0.999993663534689,0.6010995650019862
2014-01-14,0.012044764162162661,57.547592566186815,0.6566295814047256,0.9999940161329166,0.6036334469615374
2014-02-18,0.010274076183086265,67.4656453979815,0.6448618818850557,0.9999941378465378,0.607952013974878
2014-03-18,0.013581340839865277,51.03672669235662,0.6200477008866327,0.9999935204865307,0.6172638634312422
2014-04-16,0.01454683112881846,47.64935912308517,0.5849214029425953,0.9999934783990636,0.6309441972103602
2014-05-16,0.014497856240545195,47.81032237176324,0.5846186583165405,0.9999936392394726,0.6310647782533357
2014-06-16,0.01057587693197531,65.54039773895919,0.43856923609082943,0.9999936766060312,0.695133297714492
2014-07-14,0.008437934285539921,82.14654880019519,0.429508278788109,0.999990877678012,0.6995388375123355
2014-08-11,0.014537483365757001,47.67999818955263,0.3576646946287749,0.9999895501243115,0.7365563194256854
2014-09-09,0.013878222594680972,49.944953385140536,0.2732340625256997,0.9999895993096178,0.7853991752470149
2014-10-14,0.012169887433941987,56.95592373572397,0.20847427671714633,0.9999895173879961,0.8274875050277981
2014-11-11,0.012531031424471505,55.31445553686166,0.23689040721241986,0.999989191056554,0.8084767377352741
2014-12-09,0.014402526423979722,48.12677721638327,0.2592974880862311,0.9999892056420381,0.7940911442415931
2015-01-08,0.01593329462437944,43.50306681076272,0.4949187749063606,0.9999947122794988,0.668931046458694
2015-02-05,0.0001,6931.471805599453,0.3746829819571885,0.9999961043694103,0.7274391433439515
2015-03-12,0.0001,6931.471805599453,0.40003758439066983,0.9999964685628148,0.7142653081815653
2015-04-10,0.018952219857707307,36.57340331444408,0.3871381883025736,0.999996461463272,0.7209074769522906
2015-05-11,0.01841109608649714,37.64833865965783,0.3800486577797452,0.9999964347072866,0.7246108953543402
2015-06-08,0.012114291905199186,57.217308777450036,0.39734844402965935,0.9999965910326817,0.7156399101873632
2015-07-07,0.006107432231840883,113.49240634161225,0.46182813913896675,0.999997036592305,0.6840738339440811
2015-08-04,0.006261315851638222,110.70311688214692,0.45947409823688035,0.9999979304209927,0.6851773967625752
2015-09-01,0.0020387462824694854,339.98697460301554,0.5036001688843743,0.9999979778159866,0.6650695300076992
2015-10-08,0.008882638732860954,78.03392678750696,0.5293175907540935,0.9999980229586065,0.6538855420728907
2015-11-05,0.010962428298501003,63.22934679123291,0.5355756310708999,0.9999978672372231,0.6512206788657979
2015-12-03,0.01146385549277641,60.46370533863675,0.5876905527917078,0.9999978359773625,0.6298447561916737
2015-12-31,0.010085169564523655,68.7293531482318,0.5917166322699625,0.9999978616624839,0.6282516350908403
2016-01-29,0.010425310213993023,66.48695974817053,0.6243958668843113,0.9999978859308306,0.6156126053705812
2016-03-04,0.009373086876901554,73.95079013596829,0.6268744403222317,0.9999977769756296,0.6146746816796
2016-04-01,0.008029373577999394,86.3264330431927,0.6209524896306489,0.9999976254043595,0.6169202859536959
2016-05-03,0.007818345888043747,88.65649978724333,0.5899792253061288,0.9999977688457056,0.6289381189700989
2016-05-31,0.008449604352360803,82.03309310764133,0.6184617294877081,0.9999979730962536,0.6178697891766551
2016-06-30,0.008185876648445018,84.67598649823472,0.7515320130426407,0.9999978613389017,0.5709279099587647
2016-07-28,0.010501802600057793,66.00268610611009,0.7582951008315215,0.9999976665177537,0.568731849641545
2016-08-25,0.010010110158909019,69.24471055326428,0.735350995914241,0.9999972310178511,0.5762512902291932
2016-09-26,0.019163399617985657,36.17036613427388,0.7193816095488199,0.9999969536012894,0.5816033731197637
2016-10-31,0.018832716028089714,36.80548145716687,0.6996707197634467,0.9999970824768389,0.588348201225304
2016-11-28,0.021736617550104278,31.88845637837613,0.7121795620569722,0.9999971947231993,0.5840498690998881
2016-12-26,0.024165421865109928,28.683429754674062,0.6930433171990307,0.9999970550887015,0.590651280858807
2017-01-24,0.01650087133916131,42.006701725799644,0.2903987321863199,0.9999956899392168,0.7749529119469644
2017-02-28,0.009637732084713808,71.92015449976354,0.17866794984885187,0.999993301386427,0.8484137846430556
2017-03-28,0.01268168387210062,54.65734578708837,0.31873121956370987,0.9999906228590362,0.7583023442756647
2017-04-27,0.011748602649776192,58.99826568508124,0.28038435613060586,0.9999900446849466,0.7810131653950781
2017-05-26,0.011438560741762407,60.59741222768101,0.07837093982598996,0.9999897293476201,0.9273231402169094
2017-06-27,0.014443319233142264,47.99085095131179,0.04044283146774196,0.9999866608310217,0.9611277910758037
2017-07-25,0.015855063966122174,43.717715806193304,0.11850144991406039,0.999986208506824,0.8940512726509309
2017-08-22,0.01610710709661084,43.033623381432236,0.4608210193750381,0.9999832338928689,0.6845424683788943
2017-09-19,0.02001850993283098,34.62531341671751,0.4563827264798964,0.9999830832901933,0.6866285860002923
2017-10-24,0.023514056687630274,29.4779922396198,0.4705812695534119,0.9999851904109633,0.6799995359853728
2017-11-21,0.026764448126720807,25.898056155618182,0.5319689569654696,0.999985942413953,0.6527511286839494
2017-12-19,0.01625690947343072,42.63708189387299,0.4374791406867866,0.9999881225027055,0.6956592699193969
2018-01-17,0.01777087493208765,39.00467383901155,0.4989334035312231,0.9999892856818411,0.667138222498062
2018-02-14,0.016056648822990363,43.16885722551754,0.5069772491760484,0.9999902264342082,0.6635774023270499
2018-03-21,0.0001,6931.471805599453,0.6759961074100227,0.9999936903588086,0.5966582225213013
2018-04-20,0.0001,6931.471805599453,0.7265341775521617,0.9999937397433443,0.5791931601758336
2018-05-22,0.012834526772015938,54.00644627359888,0.7335716509556578,0.9999938383494547,0.5768419293512619
2018-06-20,0.020001888885719632,34.65408614757471,0.7174099113985279,0.9999938318641619,0.5822703330633607
2018-07-18,0.01799087791111941,38.52770187115438,0.7141355870213615,0.9999943673412383,0.5833827134363176
2018-08-15,0.017467014960959204,39.683207583505784,0.70824898319244,0.9999946707518274,0.5853931217890133
2018-09-12,0.01902519706790355,36.43311436333655,0.6556726931587968,0.9999945263807702,0.6039824371690021
2018-10-18,0.019096637481230878,36.29681828757574,0.5656255617760398,0.9999938393217561,0.63872049611807
2018-11-15,0.017853898815375687,38.8232949972255,0.5365896086941336,0.9999949020474055,0.6507902717140805
2018-12-13,0.017053285183870837,40.64596194142878,0.533376578990205,0.999994862364398,0.652153929074784
2019-01-14,0.010664633802395285,64.99493497885167,0.5268465730843752,0.9999942548952417,0.6549429263530705
2019-02-18,0.01187917273280895,58.34978547332258,0.5695656662187354,0.9999942132642893,0.6371171875752045
2019-03-18,0.01228804198718702,56.40826921674774,0.16650554340493723,0.9999943718448229,0.857259826179145
2019-04-16,0.0056669318417882815,122.31436691167487,0.11899606241481764,0.9999944854503219,0.8936568710980477
2019-05-17,0.0001,6931.471805599453,0.176714104513863,0.999994301111676,0.8498226463823315
2019-06-17,0.0022832437332567807,303.5800210305414,0.3530367236748817,0.9999943715022669,0.7390766080617922
2019-07-15,0.0018122897007008113,382.4704076240712,0.42433641953056805,0.9999945263194414,0.702079686714228
2019-08-12,0.006864429160738294,100.97666744446305,0.4410358708112053,0.9999949431024443,0.6939436960705203
2019-09-09,0.006675305968437268,103.8375145405081,0.42594389338953176,0.9999951117549957,0.7012883488416053
2019-10-15,0.007221201934247735,95.98778525671483,0.31055233999564175,0.999995037497384,0.7630355770691156
2019-11-12,0.008240348301974456,84.11624790105796,0.20105739957727828,0.9999948687777476,0.8325982661429748
2019-12-10,0.008768375491798396,79.05080949239557,0.158037220617431,0.9999951346839557,0.863528783610641
2020-01-08,0.010748862544151718,64.48563070862558,0.19892065544020238,0.9999953630580093,0.8340822155570234
